Precio,Titulo,Ubicacion,Enlace,Titulo_Limpio,Precio_Num,Categoria,Marca,Producto,Modelo,Estado,Segmento,Distrito_Limpio
S/1.580,remato ps5 con lectora + 1 juego,"san miguel, lm",https://www.facebook.com/marketplace/item/1272513134720936/,remato ps5 con lectora + 1 juego,1580,Consolas/Realidad Virtual,Sony,Consola,PS5,Usado (No especificado),Estándar,San Miguel
S/700,iphone 11,"puente piedra, lm",https://www.facebook.com/marketplace/item/1308496177770324/,iphone 11,700,Dispositivos móviles,Apple,Smartphone,iPhone 11,Usado (No especificado),Económico,Puente Piedra
S/500,vendo computadora gamer intel core i7 monitor led 20 pulgadas,"lima, lm",https://www.facebook.com/marketplace/item/1580326239880758/,vendo computadora gamer intel core i7 monitor led 20 pulgadas,500,Laptops/PC,Otro/Genérico,Computadora,Otro,Usado (No especificado),Económico,Lima Centro
S/200,teléfono de mesa,"ate, lm",https://www.facebook.com/marketplace/item/1426439749146845/,teléfono de mesa,200,Teléfonos,Otro/Genérico,Télefono,Otro,Usado (No especificado),Económico,Ate
S/1.399,samsung s23plus vendo o cambio,"los olivos, lm",https://www.facebook.com/marketplace/item/34133151736270000/,samsung s23plus vendo o cambio,1399,Dispositivos móviles,Samsung,Smartphone,Galaxy S,Usado (No especificado),Estándar,Los Olivos
S/1.350,macbook pro 15” 2015 (16/500gb) vendo o cambio,"villa el salvador, lm",https://www.facebook.com/marketplace/item/892848123230482/,macbook pro 15” 2015 (16/500gb) vendo o cambio,1350,Laptops/PC,Apple,Laptop,MacBook Pro,Usado (No especificado),Estándar,Villa El Salvador
S/1.280,iphone 12 pro max💙 precio fijo,"la victoria, lm",https://www.facebook.com/marketplace/item/2649054835470430/,iphone 12 pro max💙 precio fijo,1280,Dispositivos móviles,Apple,Smartphone,iPhone,Usado (No especificado),Estándar,La Victoria
S/450,venta de monitor azus negociable,"lince, lm",https://www.facebook.com/marketplace/item/1065707769056304/,venta de monitor azus negociable,450,Audífonos,Marshall,Audífonos de Diadema (Over-Ear),Monitor,Usado (No especificado),Económico,Lince
S/1.700,iphone 15 (128 gb),"los olivos, lm",https://www.facebook.com/marketplace/item/926359626397742/,iphone 15 (128 gb),1700,Dispositivos móviles,Apple,Smartphone,iPhone,Usado (No especificado),Estándar,Los Olivos
S/1.650,"apple watch series 10 42mm en color oro rosa y plata, nuevo y sellado con garantía. somos tienda.","miraflores, lm",https://www.facebook.com/marketplace/item/1528021608253378/,"apple watch series 10 42mm en color oro rosa y plata, nuevo y sellado con garantía. somos tienda.",1650,Dispositivos móviles,Apple,Smartwatch,Watch,Nuevo/Sellado,Estándar,Miraflores
S/350,vivo y29s 5g 256gb dual sim,"la victoria, lm",https://www.facebook.com/marketplace/item/1611749243506448/,vivo y29s 5g 256gb dual sim,350,Dispositivos móviles,Vivo,Smartphone,Vivo Y,Usado (No especificado),Económico,La Victoria
S/550,samsung a 54 5g color lila,"san martín de porres, lm",https://www.facebook.com/marketplace/item/900305332980072/,samsung a 54 5g color lila,550,Dispositivos móviles,Samsung,Smartphone,Galaxy A,Usado (No especificado),Económico,San Martín De Porres
S/4.400,iphon 17 pro,"pachacamac, lm",https://www.facebook.com/marketplace/item/1845702196079347/,iphon 17 pro,4400,Dispositivos móviles,Apple,Smartphone,iPhone 17,Usado (No especificado),Premium,Pachacamac
S/1.800,lenovo ideapad slim 3,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/905081495219156/,lenovo ideapad slim 3,1800,Laptops/PC,Lenovo,Laptop,IdeaPad,Usado (No especificado),Estándar,Villa María Del Triunfo
S/400,ofertón!! impresora y laptop,"carabayllo, lm",https://www.facebook.com/marketplace/item/1620632845799722/,ofertón!! impresora y laptop,400,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Carabayllo
S/500,tv 55 pulgadas,"san martín de porres, lm",https://www.facebook.com/marketplace/item/1324436083031973/,tv 55 pulgadas,500,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,San Martín De Porres
S/650,vendo ps4,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/26100912639533223/,vendo ps4,650,Consolas/Realidad Virtual,Sony,Consola,PS4,Usado (No especificado),Económico,Villa María Del Triunfo
S/900,mac mini m1,"chaclacayo, lm",https://www.facebook.com/marketplace/item/1532151861226261/,mac mini m1,900,Laptops/PC,Apple,PC escritorio,Mac,Usado (No especificado),Estándar,Chaclacayo
S/1.900,iphone 14 pro 256 - esim,"la molina, lm",https://www.facebook.com/marketplace/item/2074332040022516/,iphone 14 pro 256 - esim,1900,Dispositivos móviles,Apple,Smartphone,iPhone 14 Pro,Usado (No especificado),Estándar,La Molina
S/250,parlante,"puente piedra, lm",https://www.facebook.com/marketplace/item/1577584340180934/,parlante,250,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Puente Piedra
S/1.200,computadora gamer completa,"puente piedra, lm",https://www.facebook.com/marketplace/item/1142691321132922/,computadora gamer completa,1200,Laptops/PC,Otro/Genérico,Computadora,Otro,Usado (No especificado),Estándar,Puente Piedra
S/180,radio pioneer de bluetooth original,"chorrillos, lm",https://www.facebook.com/marketplace/item/1200107852275695/,radio pioneer de bluetooth original,180,Equipos de sonido,Otro/Genérico,Radio,Otro,Usado (No especificado),Económico,Chorrillos
S/389,equipo de sonido lg xboom rn5 500 watts rms bluetooth karaoke,"rimac, lm",https://www.facebook.com/marketplace/item/1433853638088940/,equipo de sonido lg xboom rn5 500 watts rms bluetooth karaoke,389,Equipos de sonido,Otro/Genérico,Equipo de sonido,Otro,Usado (No especificado),Económico,Rimac
S/1.500,iphone 13 pro 128gb,"pueblo libre, lm",https://www.facebook.com/marketplace/item/1431725291820271/,iphone 13 pro 128gb,1500,Dispositivos móviles,Apple,Smartphone,iPhone 13,Usado (No especificado),Estándar,Pueblo Libre
S/400,medios de 8 pulgadas,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1489290709297967/,medios de 8 pulgadas,400,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/100,laptop hp,"puente piedra, lm",https://www.facebook.com/marketplace/item/1212312870818695/,laptop hp,100,Laptops/PC,HP,Laptop,HP,Usado (No especificado),Económico,Puente Piedra
S/129,parlante bombox4 jbl (calidad a1),"lima, lm",https://www.facebook.com/marketplace/item/1557345028877197/,parlante bombox4 jbl (calidad a1),129,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Lima Centro
S/280,play 2 fat + televisor phillips modelo delgado hd especial para play 2 + rack,"rimac, lm",https://www.facebook.com/marketplace/item/4362463180648096/,play 2 fat + televisor phillips modelo delgado hd especial para play 2 + rack,280,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Rimac
S/55,🔥 audífonos bluetooth – sonido potente y batería duradera,"breña, lm",https://www.facebook.com/marketplace/item/2079784892806695/,🔥 audífonos bluetooth – sonido potente y batería duradera,55,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Breña
S/200,amplificador,"rimac, lm",https://www.facebook.com/marketplace/item/1458082342996735/,amplificador,200,Equipos de sonido,Otro/Genérico,Amplificador,Otro,Usado (No especificado),Económico,Rimac
S/1.100,sony 18 135,"santiago de surco, lm",https://www.facebook.com/marketplace/item/25349605931388014/,sony 18 135,1100,Equipos de sonido,Sony,Sistema de sonido,Sony ULT Tower,Usado (No especificado),Estándar,Santiago De Surco
S/100,equipo de sonido con bluetooth buen sonido,"ate, lm",https://www.facebook.com/marketplace/item/2350143555457446/,equipo de sonido con bluetooth buen sonido,100,Equipos de sonido,Otro/Genérico,Equipo de sonido,Otro,Usado (No especificado),Económico,Ate
S/2.400,cámara sony,"la victoria, lm",https://www.facebook.com/marketplace/item/2034268690768491/,cámara sony,2400,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Estándar,La Victoria
S/2.500,iphone 15 pro max de 256 gb plateado,"santiago de surco, lm",https://www.facebook.com/marketplace/item/25248102898202273/,iphone 15 pro max de 256 gb plateado,2500,Dispositivos móviles,Apple,Smartphone,iPhone 15 Pro Max,Usado (No especificado),Estándar,Santiago De Surco
S/100,remato cargador de batería inteligente 12v/24v🚘⚡️,"comas, lm",https://www.facebook.com/marketplace/item/26056395033973347/,remato cargador de batería inteligente 12v/24v🚘⚡️,100,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,Comas
S/2.300,ipad air m3 13 pulgadas + keyboard (17 ciclos),"san isidro, lm",https://www.facebook.com/marketplace/item/1972118026749535/,ipad air m3 13 pulgadas + keyboard (17 ciclos),2300,Dispositivos móviles,Apple,Tablet,iPad Air,Usado (No especificado),Estándar,San Isidro
S/149,walkie talkie motorola,"lima, lm",https://www.facebook.com/marketplace/item/1559405122018966/,walkie talkie motorola,149,Dispositivos de radio,Otro/Genérico,Walkie Talkie,Otro,Usado (No especificado),Económico,Lima Centro
S/3.200,asus tuf a15,"punta hermosa, lm",https://www.facebook.com/marketplace/item/1890169555038736/,asus tuf a15,3200,Dispositivos móviles,Samsung,Smartphone,Galaxy A,Usado (No especificado),Estándar,Punta Hermosa
S/1.500,iphone 13 promax,"san borja, lm",https://www.facebook.com/marketplace/item/874128052200728/,iphone 13 promax,1500,Dispositivos móviles,Apple,Smartphone,iPhone 13,Usado (No especificado),Estándar,San Borja
S/150,estabilizador transformador,"los olivos, lm",https://www.facebook.com/marketplace/item/1484343023115914/,estabilizador transformador,150,Seguridad y Herramientas,Otro/Genérico,Estabilizador,Otro,Usado (No especificado),Económico,Los Olivos
S/2.200,iphone 13 pro max 256gb seminuevo,"comas, lm",https://www.facebook.com/marketplace/item/922449996796221/,iphone 13 pro max 256gb seminuevo,2200,Dispositivos móviles,Apple,Smartphone,iPhone 13 Pro Max,Nuevo/Sellado,Estándar,Comas
S/380,televisor jvc,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/2079384469270063/,televisor jvc,380,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Ventanilla
S/800,vendo iphone 12 128gb,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/867966285867776/,vendo iphone 12 128gb,800,Dispositivos móviles,Apple,Smartphone,iPhone,Usado (No especificado),Económico,Ventanilla
S/150,instax mini 8,"lima, lm",https://www.facebook.com/marketplace/item/2349022378908165/,instax mini 8,150,Cámaras Fotográfica/Video,Fujifilm,Cámara,INSTAX,Usado (No especificado),Económico,Lima Centro
S/100,ipad,"chorrillos, lm",https://www.facebook.com/marketplace/item/1684452489634493/,ipad,100,Dispositivos móviles,Apple,Tablet,iPad,Usado (No especificado),Económico,Chorrillos
S/800,drone dji mini se 2,"pueblo libre, lm",https://www.facebook.com/marketplace/item/1618978992758946/,drone dji mini se 2,800,Drones,DJI,Drone,DJI,Usado (No especificado),Económico,Pueblo Libre
S/250,tv smart 32’ en buen estado .,"la victoria, lm",https://www.facebook.com/marketplace/item/1583061809616781/,tv smart 32’ en buen estado .,250,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,La Victoria
S/750,sony playstation portal,"surquillo, lm",https://www.facebook.com/marketplace/item/758772490615109/,sony playstation portal,750,Consolas/Realidad Virtual,Sony,Consola,PlayStation,Usado (No especificado),Económico,Surquillo
S/399,redmi 15c nuevo sellado en caja liberado para cualquier compañía,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/878332058133319/,redmi 15c nuevo sellado en caja liberado para cualquier compañía,399,Dispositivos móviles,Xiaomi,Smartphone,redmi,Nuevo/Sellado,Económico,Villa María Del Triunfo
S/150,ps3 súper slim para reparar o repuesto,callao,https://www.facebook.com/marketplace/item/1391046646370152/,ps3 súper slim para reparar o repuesto,150,Consolas/Realidad Virtual,Sony,Consola,PS3,Para Repuesto/Roto,Económico,Callao
S/900,vendo insta 360 x3,"chorrillos, lm",https://www.facebook.com/marketplace/item/1164874739168173/,vendo insta 360 x3,900,Cámaras Fotográfica/Video,Insta360,Cámara,Insta360,Usado (No especificado),Estándar,Chorrillos
S/2.800,s24 ultra,"san bartolo, lm",https://www.facebook.com/marketplace/item/2712336852462268/,s24 ultra,2800,Dispositivos móviles,Samsung,Smartphone,Galaxy S24 Ultra,Usado (No especificado),Estándar,San Bartolo
S/70,se vende impresora semi nueva (no tiene cable),"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/866406632831223/,se vende impresora semi nueva (no tiene cable),70,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Ventanilla
S/98,impresora portátil hp officejet 200 bluetooth + wi-fi,"la victoria, lm",https://www.facebook.com/marketplace/item/888846347209691/,impresora portátil hp officejet 200 bluetooth + wi-fi,98,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,La Victoria
S/380,samsung a36. 5g,"ancon, lm",https://www.facebook.com/marketplace/item/934783785754644/,samsung a36. 5g,380,Dispositivos móviles,Samsung,Smartphone,Galaxy A,Usado (No especificado),Económico,Ancon
S/2.500,cámara nikon 610 full frame,"ancon, lm",https://www.facebook.com/marketplace/item/1736125191098762/,cámara nikon 610 full frame,2500,Cámaras Fotográfica/Video,Nikon,Cámara,Nikon,Usado (No especificado),Estándar,Ancon
S/170,"renato mi impresora (copia, imprime y escanea)","comas, lm",https://www.facebook.com/marketplace/item/1652152449483034/,"renato mi impresora (copia, imprime y escanea)",170,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Comas
S/520,vendo playstation 4,"san borja, lm",https://www.facebook.com/marketplace/item/2091034468317223/,vendo playstation 4,520,Consolas/Realidad Virtual,Sony,Consola,PlayStation,Usado (No especificado),Económico,San Borja
S/450,poco x5 pro,"lince, lm",https://www.facebook.com/marketplace/item/898605532554948/,poco x5 pro,450,Dispositivos móviles,Oppo,Smartphone,Oppo Find,Usado (No especificado),Económico,Lince
S/420,vivo v50 lite 5g 8+256gb,"lurigancho, lm",https://www.facebook.com/marketplace/item/956486520208573/,vivo v50 lite 5g 8+256gb,420,Dispositivos móviles,Vivo,Smartphone,Vivo V,Usado (No especificado),Económico,Lurigancho
S/320,remato laptop 8 de ram + su cargador,"puente piedra, lm",https://www.facebook.com/marketplace/item/1023362477517002/,remato laptop 8 de ram + su cargador,320,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,Puente Piedra
S/150,redmi note 11 - 4+2 / 128,"los olivos, lm",https://www.facebook.com/marketplace/item/667101633097335/,redmi note 11 - 4+2 / 128,150,Dispositivos móviles,Xiaomi,Smartphone,redmi,Usado (No especificado),Económico,Los Olivos
S/590,vendo mi smartv lg,"villa el salvador, lm",https://www.facebook.com/marketplace/item/1372022041387465/,vendo mi smartv lg,590,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Villa El Salvador
S/2.200,iphone 16,callao,https://www.facebook.com/marketplace/item/908768814958901/,iphone 16,2200,Dispositivos móviles,Apple,Smartphone,iPhone,Usado (No especificado),Estándar,Callao
S/150,se vende par de medios black hawk,"los olivos, lm",https://www.facebook.com/marketplace/item/1435512331482629/,se vende par de medios black hawk,150,Equipos de sonido,Black Hawk,Parlante,Black Hawk,Usado (No especificado),Económico,Los Olivos
S/290,vendo proyector viewsonic,"el agustino, lm",https://www.facebook.com/marketplace/item/2604239793292489/,vendo proyector viewsonic,290,Componentes PC,Otro/Genérico,Proyector,Otro,Usado (No especificado),Económico,El Agustino
S/600,laptop,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/2098029187684863/,laptop,600,Laptops/PC,Otro/Genérico,Laptop,Otro,Usado (No especificado),Económico,Ventanilla
S/500,laptop hp pavilion x360 convertible,"san borja, lm",https://www.facebook.com/marketplace/item/1531432141486066/,laptop hp pavilion x360 convertible,500,Laptops/PC,HP,Laptop,HP,Usado (No especificado),Económico,San Borja
S/140,zte blade a35e doble sim detalle rajadura minimo,"villa el salvador, lm",https://www.facebook.com/marketplace/item/703310119414593/,zte blade a35e doble sim detalle rajadura minimo,140,Dispositivos móviles,ZTE,Smartphone,ZTE Blade,Usado (No especificado),Económico,Villa El Salvador
S/60,celular y tablet baratos,"comas, lm",https://www.facebook.com/marketplace/item/1091766936398201/,celular y tablet baratos,60,Dispositivos móviles,Otro/Genérico,Smartphone,Otro,Usado (No especificado),Económico,Comas
S/600,teléfono samsung a54 256gb,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/2130885061050183/,teléfono samsung a54 256gb,600,Dispositivos móviles,Samsung,Smartphone,Galaxy A,Usado (No especificado),Económico,San Juan De Lurigancho
S/150,"independencia, lm",no especificada,https://www.facebook.com/marketplace/item/789268373507443/,"independencia, lm",150,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lima (Global)
S/3.500,iphone 16 pro max 256gb,"magdalena del mar, lm",https://www.facebook.com/marketplace/item/1892964038252520/,iphone 16 pro max 256gb,3500,Dispositivos móviles,Apple,Smartphone,iPhone 16 Pro Max,Usado (No especificado),Estándar,Magdalena Del Mar
