Precio,Titulo,Ubicacion,Enlace,Titulo_Limpio,Precio_Num,Categoria,Marca,Producto,Modelo,Estado,Segmento,Distrito_Limpio
S/14.999,detector de metales nokta invenio pro,"chorrillos, lm",https://www.facebook.com/marketplace/item/1463026808586953/,detector de metales nokta invenio pro,14999,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Premium,Chorrillos
S/650,impresora multifuncional epson l6270,"chaclacayo, lm",https://www.facebook.com/marketplace/item/1573987540520578/,impresora multifuncional epson l6270,650,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Chaclacayo
S/550,vendo autoradio,"rimac, lm",https://www.facebook.com/marketplace/item/1165720985640736/,vendo autoradio,550,Equipos de sonido,Otro/Genérico,Autoradio,Otro,Usado (No especificado),Económico,Rimac
S/400,gimbal pro plus,"la molina, lm",https://www.facebook.com/marketplace/item/1208628610872900/,gimbal pro plus,400,Laptops/PC,Apple,Laptop,MacBook Air,Usado (No especificado),Económico,La Molina
S/3.200,remato samsung s25 ultra - 512gb,"la victoria, lm",https://www.facebook.com/marketplace/item/1171522008150982/,remato samsung s25 ultra - 512gb,3200,Dispositivos móviles,Samsung,Smartphone,Galaxy S25 Ultra,Usado (No especificado),Estándar,La Victoria
S/600,bajos jbl 18 pulgadas,"la victoria, lm",https://www.facebook.com/marketplace/item/1798374177546161/,bajos jbl 18 pulgadas,600,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,La Victoria
S/200,remato vitrola antigua,"ate, lm",https://www.facebook.com/marketplace/item/2124577625028122/,remato vitrola antigua,200,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Ate
S/2.250,dji ronin rs4 estabilizador de cámara,"lima, lm",https://www.facebook.com/marketplace/item/3899434640359882/,dji ronin rs4 estabilizador de cámara,2250,Seguridad y Herramientas,Otro/Genérico,Estabilizador,Otro,Usado (No especificado),Estándar,Lima Centro
S/330,"smart tv 32"" marca lg","el agustino, lm",https://www.facebook.com/marketplace/item/1433594511678667/,"smart tv 32"" marca lg",330,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,El Agustino
S/250,antena yagui,"san martín de porres, lm",https://www.facebook.com/marketplace/item/4281422762098856/,antena yagui,250,Conectividad/Redes,Otro/Genérico,Antena,Otro,Usado (No especificado),Económico,San Martín De Porres
S/500,parlante de 15 pulgadas más su amplificador,"arequipa, ar",https://www.facebook.com/marketplace/item/1421539012742308/,parlante de 15 pulgadas más su amplificador,500,Equipos de sonido,Otro/Genérico,Amplificador,Otro,Usado (No especificado),Económico,Arequipa
S/500,batería litio,"chorrillos, lm",https://www.facebook.com/marketplace/item/1495318198392794/,batería litio,500,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Chorrillos
S/120,radios de comunicación baofeng x 2,"lima, lm",https://www.facebook.com/marketplace/item/4229878553937479/,radios de comunicación baofeng x 2,120,Equipos de sonido,Otro/Genérico,Radio,Otro,Usado (No especificado),Económico,Lima Centro
S/200,"jesús maría, lm",no especificada,https://www.facebook.com/marketplace/item/1334538090752637/,"jesús maría, lm",200,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lima (Global)
S/850,timón pedales gamer logitech g29 racing wheel ps3 ps4 ps5 pc,"magdalena del mar, lm",https://www.facebook.com/marketplace/item/1970730440325867/,timón pedales gamer logitech g29 racing wheel ps3 ps4 ps5 pc,850,Audífonos,Logitech,Audífonos de Diadema (Over-Ear),Logitech G,Usado (No especificado),Estándar,Magdalena Del Mar
S/750,ft-840 yaesu,"comas, lm",https://www.facebook.com/marketplace/item/25567360932935972/,ft-840 yaesu,750,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Comas
S/290,"impresora termica redpos e803-80mm, puertos, bluetooth,usb,red, nueva, garantia whatsapp: [hidden information]","san isidro, lm",https://www.facebook.com/marketplace/item/913724354665676/,"impresora termica redpos e803-80mm, puertos, bluetooth,usb,red, nueva, garantia whatsapp: [hidden information]",290,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,San Isidro
S/280,vendo mikrotik rb3011 y rb 1100ahx4 dude edition,"la victoria, lm",https://www.facebook.com/marketplace/item/1215283580779759/,vendo mikrotik rb3011 y rb 1100ahx4 dude edition,280,Conectividad/Redes,Mikrotik,Router,Mikrotik,Usado (No especificado),Económico,La Victoria
S/3.000,remato!! mac air 2025,"chorrillos, lm",https://www.facebook.com/marketplace/item/1165747292064975/,remato!! mac air 2025,3000,Laptops/PC,Apple,PC escritorio,Mac,Usado (No especificado),Estándar,Chorrillos
S/199,headphone jbl tune 720bt,"la molina, lm",https://www.facebook.com/marketplace/item/924278716935839/,headphone jbl tune 720bt,199,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,La Molina
S/1.200,tecnica en farmacia,"carabayllo, lm",https://www.facebook.com/marketplace/item/1412263750441805/,tecnica en farmacia,1200,Laptops/PC,Apple,PC escritorio,Mac,Usado (No especificado),Estándar,Carabayllo
S/450,wii u nintendo,"la molina, lm",https://www.facebook.com/marketplace/item/2119184385557634/,wii u nintendo,450,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,La Molina
S/770,baterías 6ah flexvolt dewalt (nuevas),"villa el salvador, lm",https://www.facebook.com/marketplace/item/923169963868925/,baterías 6ah flexvolt dewalt (nuevas),770,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Villa El Salvador
S/360,dualsense ps5 - edición especial 30 aniversario,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/932085335827004/,dualsense ps5 - edición especial 30 aniversario,360,Consolas/Realidad Virtual,Sony,Consola,PS5,Usado (No especificado),Económico,San Juan De Lurigancho
S/500,teléfono satelital iridium extreme 9575,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1267353075322703/,teléfono satelital iridium extreme 9575,500,Teléfonos,Otro/Genérico,Télefono,Otro,Usado (No especificado),Económico,Santiago De Surco
S/280,"lcd 42""","punta hermosa, lm",https://www.facebook.com/marketplace/item/859014730077537/,"lcd 42""",280,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Punta Hermosa
S/850,smart tv tlc 55” 4k,"san bartolo, lm",https://www.facebook.com/marketplace/item/2035808161148558/,smart tv tlc 55” 4k,850,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Estándar,San Bartolo
S/195,🇵🇪lg bluetooh adaptado interno automático todo operativo potente envios shalom [hidden information] negocia,"puente piedra, lm",https://www.facebook.com/marketplace/item/4882878585357077/,🇵🇪lg bluetooh adaptado interno automático todo operativo potente envios shalom [hidden information] negocia,195,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Puente Piedra
S/900,nintendo switch,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/1851856278868262/,nintendo switch,900,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Estándar,San Juan De Miraflores
S/150,mando rojo xbox original,"los olivos, lm",https://www.facebook.com/marketplace/item/1243414931188159/,mando rojo xbox original,150,Consolas/Realidad Virtual,Otro/Genérico,Mando,Otro,Usado (No especificado),Económico,Los Olivos
S/120,batería seminueva 13 placas,"ate, lm",https://www.facebook.com/marketplace/item/1455468708913652/,batería seminueva 13 placas,120,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Ate
S/550,jbl charge 6,"la victoria, lm",https://www.facebook.com/marketplace/item/781757064964408/,jbl charge 6,550,Equipos de sonido,JBL,Altavoz portatil,JBL Charge,Usado (No especificado),Económico,La Victoria
S/1.199,drone dji,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1417518726425882/,drone dji,1199,Drones,DJI,Drone,DJI,Usado (No especificado),Estándar,San Juan De Lurigancho
S/70,cámara bad bunny,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1940031673247409/,cámara bad bunny,70,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/220,radio comunicador vertex standard,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1554699759129549/,radio comunicador vertex standard,220,Equipos de sonido,Otro/Genérico,Radio,Otro,Usado (No especificado),Económico,Santiago De Surco
S/120,skullcandy sesh evo celeste,"barranco, lm",https://www.facebook.com/marketplace/item/4437593403189004/,skullcandy sesh evo celeste,120,Audífonos,Skullcandy,Audífonos True Wireless,Skullcandy Sesh,Usado (No especificado),Económico,Barranco
S/60,cargador de bateria 12v 3ah gdpower 1203a,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1507084127054454/,cargador de bateria 12v 3ah gdpower 1203a,60,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/65,"🤩🔊parlantes jbl bluetooth sonido extra bass 😃🎄🎁🔊😃😙🌊🔊💯✅️ bluetooth,fm,usb,microsd🎄🎊","ate, lm",https://www.facebook.com/marketplace/item/1388275252394391/,"🤩🔊parlantes jbl bluetooth sonido extra bass 😃🎄🎁🔊😃😙🌊🔊💯✅️ bluetooth,fm,usb,microsd🎄🎊",65,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Ate
S/100,parlantes pionner,"independencia, lm",https://www.facebook.com/marketplace/item/2297100460695483/,parlantes pionner,100,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Independencia
S/585,gopro 9 a 585 soles,"chorrillos, lm",https://www.facebook.com/marketplace/item/1655676332458232/,gopro 9 a 585 soles,585,Cámaras Fotográfica/Video,GoPro,Cámara,GoPro,Usado (No especificado),Económico,Chorrillos
S/150,gamepad wii u japonesa,"independencia, lm",https://www.facebook.com/marketplace/item/878390258301484/,gamepad wii u japonesa,150,Consolas/Realidad Virtual,Nintendo,Consola,NES,Usado (No especificado),Económico,Independencia
S/400,epson l4160 venta por renovación- puede recoger en estación bayobar o se entrega ensu domicilio inst,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/805575919226196/,epson l4160 venta por renovación- puede recoger en estación bayobar o se entrega ensu domicilio inst,400,Consolas/Realidad Virtual,Sony,Consola,PS,Usado (No especificado),Económico,San Juan De Lurigancho
S/550,impresoras epson xp-401;411;431 cartuchos vacíos ideal para adaptarse a sistema continuo,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/894264569920554/,impresoras epson xp-401;411;431 cartuchos vacíos ideal para adaptarse a sistema continuo,550,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Villa María Del Triunfo
S/345,camaras de seguridad,"puente piedra, lm",https://www.facebook.com/marketplace/item/1412410790668608/,camaras de seguridad,345,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Puente Piedra
S/370,amplificador full rango 7power,"villa el salvador, lm",https://www.facebook.com/marketplace/item/823780547349210/,amplificador full rango 7power,370,Equipos de sonido,Otro/Genérico,Amplificador,Otro,Usado (No especificado),Económico,Villa El Salvador
S/90,walkie talkie lantun lt-v1,"lince, lm",https://www.facebook.com/marketplace/item/1916190315652369/,walkie talkie lantun lt-v1,90,Dispositivos de radio,Lantun,Walkie Talkie,Lantun,Usado (No especificado),Económico,Lince
S/1.200,sistema cameras de seguridad hd + 23 inch led monitor taros,"la victoria, lm",https://www.facebook.com/marketplace/item/1042089691454364/,sistema cameras de seguridad hd + 23 inch led monitor taros,1200,Audífonos,Marshall,Audífonos de Diadema (Over-Ear),Monitor,Usado (No especificado),Estándar,La Victoria
S/99,ventas e instalacion de camaras de seguridad,"los olivos, lm",https://www.facebook.com/marketplace/item/1561133731766686/,ventas e instalacion de camaras de seguridad,99,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Los Olivos
S/370,parlante tipo torre bossney,"pucusana, lm",https://www.facebook.com/marketplace/item/1216763283293066/,parlante tipo torre bossney,370,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Pucusana
S/3.150,"televisor qled 75"" uhd 4k smart tv","villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/861949936617023/,"televisor qled 75"" uhd 4k smart tv",3150,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Estándar,Villa María Del Triunfo
S/1.100,camara insta 360 ace pro,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1788544485392355/,camara insta 360 ace pro,1100,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Estándar,San Juan De Lurigancho
S/280,"hy-gain tailtwister, caja de control de dirección del rotor de antena t2x, radioaficionado","santiago de surco, lm",https://www.facebook.com/marketplace/item/3475806259236256/,"hy-gain tailtwister, caja de control de dirección del rotor de antena t2x, radioaficionado",280,Conectividad/Redes,Otro/Genérico,Antena,Otro,Nuevo/Sellado,Económico,Santiago De Surco
S/65,alexa,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1201327608874001/,alexa,65,Parlantes inteligentes,Amazon,Parlante inteligente,Echo,Usado (No especificado),Económico,San Juan De Lurigancho
S/2.199,intercoms hollyland y synco - intercomunicadores eventos studio video,"lima, lm",https://www.facebook.com/marketplace/item/1954709605467589/,intercoms hollyland y synco - intercomunicadores eventos studio video,2199,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Estándar,Lima Centro
S/265,akai 1020,"lurigancho, lm",https://www.facebook.com/marketplace/item/3070517366489562/,akai 1020,265,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lurigancho
S/150,pos izipay,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/866609429471212/,pos izipay,150,POS,Izipay,POS,Izipay,Usado (No especificado),Económico,San Juan De Lurigancho
S/190,camara de seguridad anshicat🔒,"santiago de surco, lm",https://www.facebook.com/marketplace/item/25720058090995953/,camara de seguridad anshicat🔒,190,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Santiago De Surco
S/59,cargador portátil 45 000 amperios,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1538744167204562/,cargador portátil 45 000 amperios,59,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,Santiago De Surco
S/180,autoradio com pantalla 7 pulgadas,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/876124371872953/,autoradio com pantalla 7 pulgadas,180,Equipos de sonido,Otro/Genérico,Autoradio,Otro,Usado (No especificado),Económico,Villa María Del Triunfo
S/100,cargador de batería doble 4amp total,"lima, lm",https://www.facebook.com/marketplace/item/790171886737868/,cargador de batería doble 4amp total,100,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,Lima Centro
S/250,tvsamsung 40 pulgadas,"la victoria, lm",https://www.facebook.com/marketplace/item/2109511159852807/,tvsamsung 40 pulgadas,250,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,La Victoria
S/90,beats flex x,"san borja, lm",https://www.facebook.com/marketplace/item/863331500024844/,beats flex x,90,Audífonos,Apple,Audífonos In-Ear (con cable),Beats Flex,Usado (No especificado),Económico,San Borja
S/1.200,"detector de metales oro , plata ect","lima, lm",https://www.facebook.com/marketplace/item/922008880501714/,"detector de metales oro , plata ect",1200,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Estándar,Lima Centro
S/2.000,bombox 4,"chorrillos, lm",https://www.facebook.com/marketplace/item/1121773392713315/,bombox 4,2000,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Estándar,Chorrillos
S/59,radio portatil philips tar1509 am/fm aux-in 3.5mm negro,"la victoria, lm",https://www.facebook.com/marketplace/item/939662118589006/,radio portatil philips tar1509 am/fm aux-in 3.5mm negro,59,Equipos de sonido,Otro/Genérico,Radio,Otro,Usado (No especificado),Económico,La Victoria
S/130,parlante,"chorrillos, lm",https://www.facebook.com/marketplace/item/1549876472964483/,parlante,130,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Chorrillos
S/1.800,venta de camara canon t7,"ate, lm",https://www.facebook.com/marketplace/item/1763110678397006/,venta de camara canon t7,1800,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Estándar,Ate
S/200,radios baofeng x2,"rimac, lm",https://www.facebook.com/marketplace/item/1876775816539258/,radios baofeng x2,200,Equipos de sonido,Otro/Genérico,Radio,Otro,Usado (No especificado),Económico,Rimac
S/100,parlante sony xb13 original,"carabayllo, lm",https://www.facebook.com/marketplace/item/1541365156934912/,parlante sony xb13 original,100,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Carabayllo
S/2.600,parlante bluetooth bose s1 pro plus 150w stock entrega inmediata,"miraflores, lm",https://www.facebook.com/marketplace/item/1528020548295322/,parlante bluetooth bose s1 pro plus 150w stock entrega inmediata,2600,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Estándar,Miraflores
S/1.800,transmisor de video hollyland pyro h,"la victoria, lm",https://www.facebook.com/marketplace/item/865691225893666/,transmisor de video hollyland pyro h,1800,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Estándar,La Victoria
S/220,xiaomi tv box 4k – 32gb,"san martín de porres, lm",https://www.facebook.com/marketplace/item/888629100434632/,xiaomi tv box 4k – 32gb,220,Televisores,Xiaomi,Televisor,Xiaomi QD Mini LED,Usado (No especificado),Económico,San Martín De Porres
S/60,convertidor 3 en 1 tipo c a hdmi,"ate, lm",https://www.facebook.com/marketplace/item/1186496609914931/,convertidor 3 en 1 tipo c a hdmi,60,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Ate
S/220,mando n64 brawler nintendo 64 o cambio por mando switch pro,"barranco, lm",https://www.facebook.com/marketplace/item/1408771423513966/,mando n64 brawler nintendo 64 o cambio por mando switch pro,220,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,Barranco
S/350,sony wf-1000xm3 (open box),"chorrillos, lm",https://www.facebook.com/marketplace/item/866692132630554/,sony wf-1000xm3 (open box),350,Audífonos,Sony,Audífonos True Wireless,Sony WF,Usado (No especificado),Económico,Chorrillos
S/125,audífonos pro2,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/892178943220579/,audífonos pro2,125,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Villa María Del Triunfo
S/850,televisor,"los olivos, lm",https://www.facebook.com/marketplace/item/1396065588315955/,televisor,850,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Estándar,Los Olivos
S/60,bateria recargable 12v 4.5ah ritar rt1245,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1695696441405428/,bateria recargable 12v 4.5ah ritar rt1245,60,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/90,pack walkie talkie lantun ltv1,"lince, lm",https://www.facebook.com/marketplace/item/886921214189177/,pack walkie talkie lantun ltv1,90,Dispositivos de radio,Lantun,Walkie Talkie,Lantun,Usado (No especificado),Económico,Lince
S/230,se vende tv samsung no smart,"ate, lm",https://www.facebook.com/marketplace/item/1438384150978834/,se vende tv samsung no smart,230,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Ate
S/100,instalaciones y venta de cámaras de seguridad ptz,"santiago de surco, lm",https://www.facebook.com/marketplace/item/553216173941199/,instalaciones y venta de cámaras de seguridad ptz,100,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Santiago De Surco
S/180,control inalámbrico xbox clásico,"miraflores, lm",https://www.facebook.com/marketplace/item/1715841066515308/,control inalámbrico xbox clásico,180,Consolas/Realidad Virtual,Microsoft,Consola,Xbox,Usado (No especificado),Económico,Miraflores
S/1.700,"sony mhc-gt4d sistema de audio - negro, negro","chorrillos, lm",https://www.facebook.com/marketplace/item/496948849218646/,"sony mhc-gt4d sistema de audio - negro, negro",1700,Equipos de sonido,Sony,Sistema de sonido,Sony ULT Tower,Usado (No especificado),Estándar,Chorrillos
S/150,impresora calor,"pucusana, lm",https://www.facebook.com/marketplace/item/1215565826758203/,impresora calor,150,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Pucusana
S/130,"san borja, lm",no especificada,https://www.facebook.com/marketplace/item/2305188159960147/,"san borja, lm",130,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lima (Global)
S/180,vendo nintendo wii original y juegos incluidos precio negociable,"mala, lm",https://www.facebook.com/marketplace/item/1195122482710719/,vendo nintendo wii original y juegos incluidos precio negociable,180,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,Mala
S/600,filmadora videocámara,"miraflores, lm",https://www.facebook.com/marketplace/item/1932689378123263/,filmadora videocámara,600,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Miraflores
S/480,amplificador 2500rms -previo taramps,"chilca, lm",https://www.facebook.com/marketplace/item/1573630173908662/,amplificador 2500rms -previo taramps,480,Equipos de sonido,Otro/Genérico,Amplificador,Otro,Usado (No especificado),Económico,Chilca
S/100,beats flex,"puente piedra, lm",https://www.facebook.com/marketplace/item/868691885790701/,beats flex,100,Audífonos,Apple,Audífonos In-Ear (con cable),Beats Flex,Usado (No especificado),Económico,Puente Piedra
S/450,soundbar samsung serie b 2.1 ch. b450f (2025),"san borja, lm",https://www.facebook.com/marketplace/item/1221592019305656/,soundbar samsung serie b 2.1 ch. b450f (2025),450,Dispositivos móviles,Samsung,Smartphone,Galaxy S,Usado (No especificado),Económico,San Borja
S/150,tronsmart t2 plus,"la molina, lm",https://www.facebook.com/marketplace/item/750059011119569/,tronsmart t2 plus,150,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,La Molina
S/55,detector de billetes falsos soles y dólares negro s0043,"santiago de surco, lm",https://www.facebook.com/marketplace/item/886529000635966/,detector de billetes falsos soles y dólares negro s0043,55,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Económico,Santiago De Surco
S/250,parlante lidimi s012ac,"santa anita, lm",https://www.facebook.com/marketplace/item/1431903985279965/,parlante lidimi s012ac,250,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Santa Anita
S/150,televisor panasonic para repuesto modelo tc-65hx550p 65 pulgadas,"la victoria, lm",https://www.facebook.com/marketplace/item/26068754126069445/,televisor panasonic para repuesto modelo tc-65hx550p 65 pulgadas,150,Equipos de sonido,Panasonic,Sistema de sonido,Panasonic SC,Para Repuesto/Roto,Económico,La Victoria
S/70,visual fualtlocator,"los olivos, lm",https://www.facebook.com/marketplace/item/1198590445721481/,visual fualtlocator,70,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Los Olivos
S/300,joystick arcade hori ps3 y pc,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/859686280173799/,joystick arcade hori ps3 y pc,300,Consolas/Realidad Virtual,Sony,Consola,PS3,Usado (No especificado),Económico,Ventanilla
S/300,vendo tv samsung led no smart de 40 pulgadas,"ate, lm",https://www.facebook.com/marketplace/item/1661173465049142/,vendo tv samsung led no smart de 40 pulgadas,300,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Ate
S/150,tv crt 29 pulgadas,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/3747352265574725/,tv crt 29 pulgadas,150,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/199,🔥 lo último en parlantes jbl boombox b46 sonido brutal,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1208433974825039/,🔥 lo último en parlantes jbl boombox b46 sonido brutal,199,Equipos de sonido,JBL,Altavoz portatil,JBL Boommbox,Usado (No especificado),Económico,San Juan De Lurigancho
S/1.100,vendo gopro 13 black ultra wide edition,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/3220143554834869/,vendo gopro 13 black ultra wide edition,1100,Cámaras Fotográfica/Video,GoPro,Cámara,GoPro,Usado (No especificado),Estándar,San Juan De Lurigancho
S/55,repetidor tplink 300mbps usado,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/2145693476218765/,repetidor tplink 300mbps usado,55,Conectividad/Redes,Otro/Genérico,Repetidor,Otro,Usado (No especificado),Económico,San Juan De Miraflores
S/90,router para chip de cualquier operador.,"san martín de porres, lm",https://www.facebook.com/marketplace/item/914654628184227/,router para chip de cualquier operador.,90,Conectividad/Redes,Otro/Genérico,switch,Otro,Usado (No especificado),Económico,San Martín De Porres
S/120,receptor transmisor bluetooth 5.4,"comas, lm",https://www.facebook.com/marketplace/item/2294068521074191/,receptor transmisor bluetooth 5.4,120,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Comas
S/75,router zte claro 4 antenas,"san martín de porres, lm",https://www.facebook.com/marketplace/item/780917724401574/,router zte claro 4 antenas,75,Conectividad/Redes,Otro/Genérico,switch,Otro,Usado (No especificado),Económico,San Martín De Porres
S/2.500,detector de pepita de oro,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1390657742531821/,detector de pepita de oro,2500,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Estándar,San Juan De Lurigancho
S/150,deck pioner reproduce cassete,"lurin, lm",https://www.facebook.com/marketplace/item/2024942048356514/,deck pioner reproduce cassete,150,Consolas/Realidad Virtual,Valve,Consola,Steam,Usado (No especificado),Económico,Lurin
S/2.500,antiguo receptor de radio de onda corta internacional grundig satellit de coleccion grande,"la victoria, lm",https://www.facebook.com/marketplace/item/1470784447779010/,antiguo receptor de radio de onda corta internacional grundig satellit de coleccion grande,2500,Equipos de sonido,Otro/Genérico,Radio,Otro,Usado (No especificado),Estándar,La Victoria
S/750,tv,"bellavista, callao, peru",https://www.facebook.com/marketplace/item/899320606388332/,tv,750,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Bellavista
S/2.900,sony zve10,"miraflores, lm",https://www.facebook.com/marketplace/item/1649906183046398/,sony zve10,2900,Cámaras Fotográfica/Video,Sony,Cámara de video,Sony ZV,Usado (No especificado),Estándar,Miraflores
S/69,bcp culqi pos,"villa el salvador, lm",https://www.facebook.com/marketplace/item/894403433132786/,bcp culqi pos,69,POS,Otro/Genérico,POS,Otro,Usado (No especificado),Económico,Villa El Salvador
S/100,antiguo tripode para camara,"rimac, lm",https://www.facebook.com/marketplace/item/1621426955520285/,antiguo tripode para camara,100,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Rimac
S/100,venta e instalación de cámaras de seguridad,"los olivos, lm",https://www.facebook.com/marketplace/item/1552308855996784/,venta e instalación de cámaras de seguridad,100,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Los Olivos
S/1.100,venta equipo,"la victoria, lm",https://www.facebook.com/marketplace/item/1659930925453275/,venta equipo,1100,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Estándar,La Victoria
S/90,asta telescópica,"la victoria, lm",https://www.facebook.com/marketplace/item/916453547497053/,asta telescópica,90,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,La Victoria
S/70,vendo parlante ld-s007ac,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/1439005614260902/,vendo parlante ld-s007ac,70,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Ventanilla
